"ID","Name","Solubility","SMILES Canonical","Smiles (Optimized Geometry)","Energy","Smiles","SlogP","TPSA","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3"
"B-2580","3-octanol, (.+-.)-",-2.0171,"CCCCCC(O)CC","CCCCCC(O)CC",4.040626361920325,"CCCCCC(O)CC",2.3376,20.23,130.135765196,1,1,5,1,1,0,1,9,27,1,0,0,0,0,0,0,0,0,0,0,1
"B-2581","phosphorodithioic acid, s-[2-(ethylsulfonyl)ethy",-2.5415,"CCS(=O)(=O)CCSP(=S)(OC)OC","CCS(=O)(=O)CCSP(=S)(OC)OC",-86.2267515487682,"CCS(=O)(=O)CCSP(=S)(OC)OC",1.6716,52.60000000000001,277.98700859,4,0,7,0,6,0,8,14,29,0,0,0,0,0,0,0,0,0,0,0,1
"B-2582","tripropylene glycol methyl ether",0.6855,"COCC(C)OCC(C)OCC(C)O","COCC(C)OCC(C)OCC(C)O",49.319358428251746,"COCC(C)OCC(C)OCC(C)O",0.8238000000000001,47.92,206.151809184,4,1,8,1,4,0,4,14,36,3,0,0,0,0,0,0,0,0,0,0,1
"B-2584","acetamide, n-(4-propoxyphenyl)-",-3.0557,"CCCOc1ccc(NC(C)=O)cc1","CCCOc1ccc(NC(C)=O)cc1",21.769425615669363,"CCCOc1ccc(NC(=O)C)cc1",2.4338000000000006,38.33,193.11027872,3,1,4,1,2,1,3,14,29,0,1,1,0,0,0,0,0,1,0,0,0.36363636363636365
"B-2585","2-bornanone, 3-(hydroxymethyl)-",-0.215,"CC12CCC(C(CO)C1=O)C2(C)C","CC12CCC(C(CO)C1=O)C2(C)C",31.20940315899183,"CC12CCC(C(CO)C1=O)C2(C)C",1.6200999999999999,37.3,182.130679816,2,1,1,1,2,0,2,13,31,3,2,0,2,2,0,0,0,0,2,2,0.9090909090909091
"B-2586","urea, 1-methyl-1-o-tolyl-",-0.4032,"Cc1ccccc1N(C)C(N)=O","Cc1ccccc1N(C)C(N)=O",10.757173447883511,"Cc1ccccc1N(C)C(=O)N",1.5099200000000002,46.33,164.094963004,3,2,1,1,1,2,3,12,24,0,1,1,0,0,0,0,0,1,0,0,0.2222222222222222
"B-2587","1-hexyl nitrate",-3.1265,"CCCCCCO[N+](=O)[O-]","CCCCCCO[N+](=O)[O-]",-16.742030836945325,"CCCCCCO[N+](=O)[O-]",1.775,52.370000000000005,147.089543276,4,0,6,0,3,0,4,10,23,0,0,0,0,0,0,0,0,0,0,0,1
"B-2588","urea, 1-ethyl-1-o-tolyl-",-0.2096,"CCN(C(N)=O)c1ccccc1C","CCN(C(N)=O)c1ccccc1C",12.729391402215274,"CCN(C(=O)N)c1ccccc1C",1.9000200000000003,46.33,178.110613068,3,2,2,1,1,2,3,13,27,0,1,1,0,0,0,0,0,1,0,0,0.3
"B-2589","5-pyrimidineacetic acid, 1,2,3,4-tetrahydro-2,4-",-1.6287,"O=C([O-])Cc1c[nH]c(=O)[nH]c1=O","O=C([O-])CC1=CNC(=O)NC1=O",-31.677936319176563,"O=C([O-])Cc1c[nH]c(=O)[nH]c1=O",-2.1502999999999997,98.32999999999998,169.02548021991,6,2,2,2,4,3,6,12,17,0,1,0,0,1,0,0,1,0,0,0,0.16666666666666666
"B-2590","1,2-pentanediol, 1-phenyl-2-propyl-",-2.648,"CCCC(O)(CCC)C(O)c1ccccc1","CCCC(O)(CCC)C(O)c1ccccc1",38.09938185081145,"CCCC(O)(CCC)C(O)c1ccccc1",3.0513000000000012,40.46,222.161979944,2,2,6,2,2,0,2,16,38,1,1,1,0,0,0,0,0,1,0,0,0.5714285714285714
"B-2591","1,2-hexanediol, 2-butyl-1phenyl-",-3.2225,"CCCCC(O)(CCCC)C(O)c1ccccc1","CCCCC(O)(CCCC)C(O)c1ccccc1",36.64259501402241,"CCCCC(O)(CCCC)C(O)c1ccccc1",3.831500000000003,40.46,250.193280072,2,2,8,2,2,0,2,18,44,1,1,1,0,0,0,0,0,1,0,0,0.625
"B-2592","pyridine, 2,3,4,6-tetramethyl-",-1.3069,"Cc1cc(C)c(C)c(C)n1","Cc1cc(C)c(C)c(C)n1",21.034178026338402,"Cc1cc(C)c(C)c(C)n1",2.3152800000000004,12.89,135.104799416,1,0,0,0,1,0,1,10,23,0,1,1,0,0,1,0,0,0,0,0,0.4444444444444444
"B-2597","tonalid",-5.3154,"CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C","CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C",45.490256470136764,"CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C",4.792620000000005,17.07,258.198365452,1,0,1,0,1,0,1,19,45,1,2,1,0,1,0,0,0,1,0,1,0.6111111111111112
"B-2598","1,3-benzenedicarboxylic acid, 2-nitro-",-1.9901,"O=C([O-])c1cccc(C(=O)[O-])c1[N+](=O)[O-]","O=C([O-])c1cccc(C(=O)[O-])c1[N+](=O)[O-]",52.8199305032642,"O=C([O-])c1cccc(C(=O)[O-])c1[N+](=O)[O-]",-1.6782000000000001,123.4,208.99713397582002,7,0,3,0,6,0,7,15,18,0,1,1,0,0,0,0,0,1,0,0,0
"B-2601","4,6-dinitro-biphenyl-3-ol",-4.4611,"O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1[O-]","O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1[O-]",83.98220532633886,"O=[N+]([O-])c1cc([N+](=O)[O-])c(c2ccccc2)cc1[O-]",2.243599999999999,109.34,259.03604490391,7,0,3,0,5,0,7,19,26,0,2,2,0,0,0,0,0,2,0,0,0
"B-2602","fosthietan",-0.6835,"CCOP(=O)(N=C1SCS1)OCC","CCOP(=O)(N=C1SCS1)OCC",-143.1775677905475,"CCOP(=O)(N=C1SCS1)OCC",2.961000000000001,47.89,240.999621874,4,0,5,0,5,0,7,13,25,0,1,0,1,1,0,1,1,0,0,0,0.8333333333333334
"B-2603","2-(thiocyanatemethylthio)benzothiazole",-3.2803,"N#CSCSc1nc2ccccc2s1","N#CSCSc1nc2ccccc2s1",-20.461095666482542,"N#CSCSc1nc2ccccc2s1",3.560180000000001,36.68,237.969311192,2,0,3,0,5,0,5,14,20,0,2,2,0,0,1,0,0,1,0,0,0.1111111111111111
"B-2604","4-heptanol, 2-methyl-",-1.9079,"CCCC(O)CC(C)C","CCCC(O)CC(C)C",7.613232560690934,"CCCC(O)CC(C)C",2.1935000000000002,20.23,130.135765196,1,1,4,1,1,0,1,9,27,1,0,0,0,0,0,0,0,0,0,0,1
"B-2606","2h-1,4-benzoxazin-3(4h)-one, 4-methyl-",-2.1445,"CN1C(=O)COc2ccccc21","CN1C(=O)COc2ccccc21",44.785000052856226,"CN1C(=O)COc2ccccc12",1.0417999999999998,29.540000000000003,163.063328528,3,0,0,0,2,1,3,12,21,0,2,1,0,1,0,0,1,1,0,0,0.2222222222222222
"B-2608","di-sec-butanolamine",0.7925,"CCC(O)C[NH2+]CC(O)CC","CCC(O)C[NH2+]CC(O)CC",0.174187791212644,"CCC(O)C[NH2+]CC(O)CC",-0.908399999999999,57.07000000000001,162.14885530009,3,4,6,3,2,0,3,11,31,2,0,0,0,0,0,0,0,0,0,0,1
"B-2609","isopentyl nitrate",-2.4809,"CCCC(C)O[N+](=O)[O-]","CCCC(C)O[N+](=O)[O-]",-14.622881304543926,"CCCC(C)O[N+](=O)[O-]",1.3833,52.370000000000005,133.073893212,4,0,4,0,3,0,4,9,20,1,0,0,0,0,0,0,0,0,0,0,1
"B-2611","1,2,3-thiadiazole-4-carboxylic acid, 5-methyl-",-0.4598,"Cc1snnc1C(=O)[O-]","Cc1snnc1C(=O)[O-]",36.243942362314705,"Cc1snnc1C(=O)[O-]",-0.7899800000000001,65.91,142.99207191591,4,0,1,0,5,0,5,9,12,0,1,1,0,0,1,0,0,0,0,0,0.25
"B-2612","biopterin",-2.5301,"CC(O)C(O)c1cnc2[nH]c(N)nc(=O)c2n1","CC(O)C(O)c1cnc2c(n1)C(=O)N=C(N)N2",93.42996905726383,"CC(O)C(O)c1cnc2c(n1)c(=O)nc(N)[nH]2",-1.2288000000000006,133.71999999999997,237.086189212,8,5,2,4,7,1,8,17,28,2,2,1,0,1,1,0,1,0,0,0,0.3333333333333333
"B-2615","acetamide, n-(4-ethoxyphenyl)-2-hydroxy-",-2.1058,"CCOc1ccc(NC(=O)CO)cc1","CCOc1ccc(NC(=O)CO)cc1",37.19974789837526,"CCOc1ccc(NC(=O)CO)cc1",1.0161,58.56,195.089543276,4,2,4,2,3,1,4,14,27,0,1,1,0,0,0,0,0,1,0,0,0.3
"B-2616","acetic acid, bis(2-carboxyphenyl)-",-2.4998,"O=C([O-])c1ccccc1C(C(=O)[O-])c1ccccc1C(=O)[O-]","O=C([O-])c1ccccc1C(C(=O)[O-])c1ccccc1C(=O)[O-]",283.5475086074762,"O=C([O-])c1ccccc1C(C(=O)[O-])c1ccccc1C(=O)[O-]",-1.704599999999999,120.38999999999999,297.04155874773,6,0,5,0,6,0,6,22,31,0,2,2,0,0,0,0,0,2,0,0,0.0625
"B-2618","benzenepropanoic acid, 2-nitro-.beta.-oxo-",-1.8434,"O=C([O-])CC(=O)c1ccccc1[N+](=O)[O-]","O=C([O-])CC(=O)c1ccccc1[N+](=O)[O-]",-8.17985946115753,"O=C([O-])CC(=O)c1ccccc1[N+](=O)[O-]",-0.08250000000000035,100.34,208.02514587191,6,0,4,0,5,0,6,15,21,0,1,1,0,0,0,0,0,1,0,0,0.1111111111111111
"B-2619","bendiocarb",-2.9338,"CNC(=O)Oc1cccc2c1OC(C)(C)O2","CNC(=O)Oc1cccc2c1OC(C)(C)O2",12.159920868396856,"CNC(=O)Oc1cccc2c1OC(C)(C)O2",1.9121,56.790000000000006,223.084457896,5,1,1,1,4,1,5,16,29,0,2,1,0,1,0,0,1,1,0,0,0.36363636363636365
"B-2620","anisomycin",-1.6075,"COc1ccc(C[C@@H]2[NH2+]C[C@@H](O)[C@@H]2OC(C)=O)cc1","COc1ccc(C[C@@H]2[NH2+]C[C@@H](O)[C@@H]2OC(C)=O)cc1",3.5596445377346857,"COc1ccc(C[C@@H]2[NH2+]C[C@@H](O)[C@@H]2OC(=O)C)cc1",-0.5240999999999991,72.37,266.13868454009,5,3,4,2,4,0,5,19,39,3,2,1,1,1,0,1,1,1,0,0,0.5
"B-2622","dimethamrtryne",-3.7082,"CCNc1nc(NC(C)C(C)C)nc(SC)n1","CCNc1nc(NC(C)C(C)C)nc(SC)n1",-182.2512675819925,"CCNc1nc(NC(C)C(C)C)nc(SC)n1",2.4817,62.730000000000004,255.15176667199998,5,2,6,2,6,0,6,17,38,1,1,1,0,0,1,0,0,0,0,0,0.7272727272727273
"B-2624","prallethrin",-4.5746,"C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O","C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O",-14.794497145314605,"C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O",3.449200000000002,43.370000000000005,300.17254462799997,3,0,4,0,3,0,3,22,46,3,2,0,1,2,0,0,0,0,1,2,0.5789473684210527
"B-2625","1h-purine-2,6-dione, 7-ethyl-3,7-dihydro-1,3-dim",-0.7544,"CCn1cnc2c1c(=O)n(C)c(=O)n2C","CCn1cnc2c1C(=O)N(C)C(=O)N2C",-133.19273067454284,"CCn1cnc2c1c(=O)n(C)c(=O)n2C",0.5448,58.440000000000005,208.096025624,6,0,1,0,4,3,6,15,27,0,2,1,0,1,1,0,1,0,0,0,0.4444444444444444
"B-2626","pirimicarb",-1.9457,"Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C","Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C",-126.26474837272839,"Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C",1.2198399999999998,58.56,238.142975816,6,0,2,0,5,1,6,17,35,0,1,1,0,0,1,0,0,0,0,0,0.5454545454545454
"B-2627","oxamyl",0.1062,"CNC(=O)ON=C(SC)C(=O)N(C)C","CNC(=O)ON=C(SC)C(=O)N(C)C",59.81350470717105,"CNC(=O)ON=C(SC)C(=O)N(C)C",0.10709999999999997,70.99999999999999,219.067762276,6,1,1,1,5,2,7,14,27,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714
"B-2628","1h-purine-2,6-dione, 3,7-dihydro-7-(3-hydroxypro",-0.1551,"Cn1c(=O)c2c(ncn2CCCO)n(C)c1=O","CN1C(=O)c2c(ncn2CCCO)N(C)C1=O",-140.09033982504928,"Cn1c(=O)c2c(ncn2CCCO)n(C)c1=O",-0.09269999999999995,78.67,238.106590308,7,1,3,1,5,3,7,17,31,0,2,1,0,1,1,0,1,0,0,0,0.5
"B-2631","pirimiphos ethyl",-4.9242,"CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1","CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1",-157.5720992659965,"CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1",3.307520000000002,56.71,333.127599258,6,0,9,0,7,0,8,21,45,0,1,1,0,0,1,0,0,0,0,0,0.6923076923076923
"B-2633","thiophanate-methyl",-4.1097,"COC(=O)[N-]C(=S)Nc1ccccc1NC(=S)[N-]C(=O)OC","COC(=O)[N-]C(=S)Nc1ccccc1NC(=S)[N-]C(=O)OC",56.389769831980544,"COC(=O)[N-]C(=S)Nc1ccccc1NC(=S)[N-]C(=O)OC",3.360400000000001,104.86,340.03109402381995,8,2,2,2,6,2,10,22,34,0,1,1,0,0,0,0,0,1,0,0,0.16666666666666666
"B-2634","octanedioic acid, 3,3,6,6-tetramethyl-",-3.1319,"CC(C)(CCC(C)(C)CC(=O)[O-])CC(=O)[O-]","CC(C)(CCC(C)(C)CC(=O)[O-])CC(=O)[O-]",50.546731891550394,"CC(C)(CCC(C)(C)CC(=O)[O-])CC(=O)[O-]",0.09900000000000064,80.25999999999999,228.13725627982,4,0,7,0,4,0,4,16,36,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334
"B-2635","n-hexyl nicotinoate",-2.6538,"CCCCCCOC(=O)c1cccnc1","CCCCCCOC(=O)c1cccnc1",4.191708691860601,"CCCCCCOC(=O)c1cccnc1",2.8187000000000015,39.19,207.125928784,3,0,6,0,3,0,3,15,32,0,1,1,0,0,1,0,0,0,0,0,0.5
"B-2636","phosphonic acid, (1,6-hexanediylbis(nitrilobis(m",-1.5161,"O=P([O-])([O-])C[NH+](CCCCCC[NH+](CP(=O)([O-])[O-])CP(=O)([O-])[O-])CP(=O)([O-])[O-]","O=P([O-])([O-])C[NH+](CCCCCC[NH+](CP(=O)([O-])[O-])CP(=O)([O-])[O-])CP(=O)([O-])[O-]",375.8212026187301,"O=P([O-])([O-])C[NH+](CCCCCC[NH+](CP(=O)([O-])[O-])CP(=O)([O-])[O-])CP(=O)([O-])[O-]",-8.198600000000015,261.64,486.01561214345986,14,2,15,2,12,0,18,28,50,0,0,0,0,0,0,0,0,0,0,0,1
"B-2637","1h-purin-8-amine, n,n-dimethyl-",-1.3885,"CN(C)c1nc2ncncc2[nH]1","CN(C)c1nc2ncncc2[nH]1",-66.77098694825955,"CN(C)c1nc2ncncc2[nH]1",0.4188999999999999,57.7,163.08579528799999,5,1,1,1,4,0,5,12,21,0,2,2,0,0,2,0,0,0,0,0,0.2857142857142857
"B-2638","pteridine, 2,6,7-trimethyl-",-1.1442,"Cc1ncc2nc(C)c(C)nc2n1","Cc1ncc2nc(C)c(C)nc2n1",61.364860622843615,"Cc1ncc2nc(C)c(C)nc2n1",1.34506,51.56,174.09054632,4,0,0,0,4,0,4,13,23,0,2,2,0,0,2,0,0,0,0,0,0.3333333333333333
"B-2640","5-pyrimidinecarboxylic acid, 1,2,3,4-tetrahydro-",-1.9381,"O=C([O-])c1c[nH]c(=O)[nH]c1=O","O=C1NC=C(C(=O)[O-])C(=O)N1",-62.992065213748944,"O=c1[nH]cc(C(=O)[O-])c(=O)[nH]1",-2.5404,98.32999999999998,155.00983015591,6,2,1,2,4,3,6,11,14,0,1,0,0,1,0,0,1,0,0,0,0
"B-2642","triazophos",-3.9049,"CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1","CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1",-82.01093599236208,"CCOP(=S)(OCC)Oc1ncn(c2ccccc2)n1",2.943600000000001,58.4,313.064999002,6,0,7,0,7,0,8,20,36,0,2,2,0,0,1,0,0,1,0,0,0.3333333333333333
"B-2643","naphtho[2,3-c]furan-1(3h)-one, 3,3-dimethyl-",-2.9844,"CC1(C)OC(=O)c2cc3ccccc3cc21","CC1(C)OC(=O)c2cc3ccccc3cc21",28.473040100496117,"CC1(C)OC(=O)c2cc3ccccc3cc12",3.245300000000002,26.3,212.083729624,2,0,0,0,2,0,2,16,28,0,3,2,0,1,0,0,1,2,0,0,0.21428571428571427
"B-2646","fenfuram",-3.3037,"Cc1occc1C(=O)Nc1ccccc1","Cc1occc1C(=O)Nc1ccccc1",20.425650885529272,"Cc1occc1C(=O)Nc1ccccc1",2.840320000000001,42.24,201.078978592,3,1,2,1,2,1,3,15,26,0,2,2,0,0,1,0,0,1,0,0,0.08333333333333333
"B-2647","hexanedioic acid, 3-butyl-",-1.3974,"CCCCC(CCC(=O)[O-])CC(=O)[O-]","CCCCC(CCC(=O)[O-])CC(=O)[O-]",50.4709666954368,"CCCCC(CCC(=O)[O-])CC(=O)[O-]",-0.5370999999999997,80.25999999999999,200.10595615182,4,0,8,0,4,0,4,14,30,1,0,0,0,0,0,0,0,0,0,0,0.8
"B-2649","cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl",-2.9076,"CCCCCC1C(=O)CCC1CC(=O)OC","CCCCCC1C(=O)CCC1CC(=O)OC",-4.3879885558008045,"CCCCCC1C(=O)CCC1CC(=O)OC",2.725100000000001,43.370000000000005,226.156894564,3,0,6,0,3,0,3,16,38,2,1,0,1,1,0,0,0,0,1,1,0.8461538461538461
"B-2650","4(1h)-pteridinone, 6,7-diphenyl-",-3.1766,"O=c1nc[nH]c2nc(-c3ccccc3)c(-c3ccccc3)nc12","O=C1N=CNc2nc(-c3ccccc3)c(-c3ccccc3)nc21",122.36947365557198,"O=c1nc[nH]c2nc(c3ccccc3)c(c3ccccc3)nc12",3.404600000000002,67.24000000000001,300.101111004,5,1,2,1,4,1,5,23,35,0,4,3,0,1,1,0,1,2,0,0,0
"B-2656","acetic acid, (2,4-dinitrophenoxy)-",-1.9369,"O=C([O-])COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]","O=C([O-])COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]",77.9655787432394,"O=C([O-])COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]",-0.3683000000000004,135.64000000000001,241.01022407991002,9,0,5,0,7,0,9,17,22,0,1,1,0,0,0,0,0,1,0,0,0.125
"B-2660","dipropylene glycol",0.8723,"CCC(O)OC(O)CC","CCC(O)OC(O)CC",-10.495134665459867,"CCC(O)OC(O)CC",0.4598,49.69,134.094294308,3,2,4,2,3,0,3,9,23,2,0,0,0,0,0,0,0,0,0,0,1
"B-2661","benzenesulfonamide, 4-(mannopyranosylamino)-",-0.9801,"NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1","NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1",46.51527649591657,"NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1",-2.4541999999999984,162.34,334.08347191599995,9,7,4,6,8,0,10,22,40,5,2,1,1,1,0,1,1,1,0,0,0.5
"B-2663","1-<hydroxyimino-(seqtrans)>-1-phenyl-acetone",-2.3676,"CC(=O)C(=NO)c1ccccc1","CC(=O)C(=NO)c1ccccc1",46.14446741728892,"CC(=O)C(=NO)c1ccccc1",1.4539,49.66,163.063328528,3,1,2,1,3,0,3,12,21,0,1,1,0,0,0,0,0,1,0,0,0.1111111111111111
"B-2664","thiazafluron",-2.0584,"CNC(=O)N(C)c1nnc(C(F)(F)F)s1","CNC(=O)N(C)c1nnc(C(F)(F)F)s1",-14.50594192415883,"CNC(=O)N(C)c1nnc(C(F)(F)F)s1",1.3325,58.120000000000005,240.029266504,5,1,1,1,4,2,9,15,22,0,1,1,0,0,1,0,0,0,0,0,0.5
"B-2666","hydroxycinnamic acid",-2.099,"O=C([O-])C=Cc1cccc(O)c1","O=C([O-])C=Cc1cccc(O)c1",27.158757514267307,"O=C([O-])C=Cc1cccc(O)c1",0.15529999999999994,60.36,163.04006766391,3,1,2,1,3,0,3,12,19,0,1,1,0,0,0,0,0,1,0,0,0
"B-2667","dowanol tpm",0.6855,"COCC(C)OCC(C)OC(C)CO","COCC(C)OCC(C)OC(C)CO",56.72188835584409,"COCC(C)OCC(C)OC(C)CO",0.8238000000000001,47.92,206.151809184,4,1,8,1,4,0,4,14,36,3,0,0,0,0,0,0,0,0,0,0,1
"B-2671","1,4-naphthalenedione, 2-(methylthio)-",-4.4651,"CSC1=CC(=O)c2ccccc2C1=O","CSC1=CC(=O)c2ccccc2C1=O",30.586727548582527,"CSC1=CC(=O)c2ccccc2C1=O",2.3125,34.14,204.024500496,2,0,1,0,3,0,3,14,22,0,2,1,0,1,0,0,0,1,0,1,0.09090909090909091
"B-2674","profluralin",-6.5407,"CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]","CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]",93.29570973746816,"CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]",4.148200000000004,89.52,347.10929065199997,7,0,7,0,5,0,10,24,40,0,2,1,1,1,0,0,0,1,1,1,0.5714285714285714
"B-2675","tirpate",-2.3698,"CNC(=O)ON=CC1(C)SCC(C)S1","CNC(=O)ON=CC1(C)SCC(C)S1",54.32091858584222,"CNC(=O)ON=CC1(C)SCC(C)S1",1.9128999999999998,50.69,234.049669688,4,1,2,1,5,1,6,14,28,2,1,0,1,1,0,1,1,0,0,0,0.75
"B-2676","cresyl diphenyl phosphate",-6.1517,"Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1","Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1",32.283871038246865,"Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1",5.6399200000000045,44.760000000000005,340.08644565400004,4,0,6,0,4,0,5,24,41,0,3,3,0,0,0,0,0,3,0,0,0.05263157894736842
"B-2677","phosphoric acid, bis(methylphenyl) phenyl ester",-6.3733,"Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1","Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1",32.45813466641453,"Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1",5.948340000000005,44.760000000000005,354.10209571800004,4,0,6,0,4,0,5,25,44,1,3,3,0,0,0,0,0,3,0,0,0.1
"B-2678","3(2h)-isothiazolone, 2-octyl-",-2.6301,"CCCCCCCCn1sccc1=O","CCCCCCCCN1SC=CC1=O",-7.937321449282731,"CCCCCCCCn1sccc1=O",3.3510000000000018,20.310000000000002,213.118735228,2,0,7,0,2,1,3,14,33,0,1,0,0,1,0,0,1,0,0,0,0.7272727272727273
"B-2680","phosphoric acid, diethyl 2-methylpropyl ester",-1.1765,"CCOP(=O)(OCC)OCC(C)C","CCOP(=O)(OCC)OCC(C)C",-82.80889648604978,"CCOP(=O)(OCC)OCC(C)C",2.8401000000000014,44.760000000000005,210.102095718,4,0,7,0,4,0,5,13,32,0,0,0,0,0,0,0,0,0,0,0,1
"B-2681","pentanoic acid, 4-oxo-3-(phenylmethylene)-",-1.6111,"CC(=O)C(=Cc1ccccc1)CC(=O)[O-]","CC(=O)C(=Cc1ccccc1)CC(=O)[O-]",27.17531724325422,"CC(=O)C(=Cc1ccccc1)CC(=O)[O-]",0.7989999999999999,57.2,203.07136779191,3,0,4,0,3,0,3,15,26,0,1,1,0,0,0,0,0,1,0,0,0.16666666666666666
"B-2686","butanoic acid, 1,2-ethanediylbis(oxy-2,1-ethaned",-1.5598,"CCCC(=O)OCCOCCOCCOC(=O)CCC","CCCC(=O)OCCOCCOCCOC(=O)CCC",14.671406120475398,"CCCC(=O)OCCOCCOCCOC(=O)CCC",1.7061999999999995,71.06,290.172938552,6,0,13,0,6,0,6,20,46,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571
"B-2687","3-pyridinecarboxamide, n-[(phenylamino)carbonyl]",-3.3825,"O=C(NC(=O)c1cccnc1)Nc1ccccc1","O=C(NC(=O)c1cccnc1)Nc1ccccc1",8.811977326720603,"O=C(NC(=O)c1cccnc1)Nc1ccccc1",2.0435,71.09,241.085126592,5,2,2,2,3,3,5,18,29,0,2,2,0,0,1,0,0,1,0,0,0
"B-2691","tetradecanol",-5.837,"CCCCCCCCCCC(O)CCC","CCCCCCCCCCC(O)CCC",3.3188312077867654,"CCCCCCCCCCC(O)CCC",4.678200000000004,20.23,214.22966558000002,1,1,11,1,1,0,1,15,45,1,0,0,0,0,0,0,0,0,0,0,1
"B-2696","diisooctyl phthalate",-6.6375,"CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C","CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C",-2.148020874989694,"CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C",6.433000000000007,52.60000000000001,390.277009696,4,0,14,0,4,0,4,28,66,0,1,1,0,0,0,0,0,1,0,0,0.6666666666666666
"B-2697","probenazole",-3.1727,"C=CCOC1=NS(=O)(=O)c2ccccc21","C=CCOc1ns(=O)(=O)c2ccccc12",83.84163622432794,"C=CCOC1=NS(=O)(=O)c2ccccc12",2.1933,56.26,223.030314148,4,0,3,0,5,0,5,15,24,0,2,2,0,0,1,0,0,1,0,0,0.1
"B-2698","2-butanone, 3-ethoxy-1,1-dihydroxy-; or kethoxal",-0.1707,"CCOC(C)C(=O)C(O)O","CCOC(C)C(=O)C(O)O",39.30324640147566,"CCOC(C)C(=O)C(O)O",-0.7088,66.76,148.073558864,4,2,4,2,4,0,4,10,22,1,0,0,0,0,0,0,0,0,0,0,0.8333333333333334
"B-2700","isopropyl phenyl diphenyl phosphate",-5.2239,"CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1","CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1",34.26076919387975,"CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1",6.454900000000006,44.760000000000005,368.117745782,4,0,7,0,4,0,5,26,47,0,3,3,0,0,0,0,0,3,0,0,0.14285714285714285
"B-2701","2h-purine-2-thione, 1,3-dihydro-",-2.5803,"S=c1ncc2[nH]cnc2[nH]1","S=C1N=Cc2[nH]cnc2N1",-38.26251172230583,"S=c1ncc2[nH]cnc2[nH]1",0.5389999999999999,53.07,152.015667128,4,2,0,2,2,0,5,10,14,0,2,1,0,1,1,0,1,0,0,0,0
